id,source_x,source_y,reference_x,reference_y,refined_ref_x,refined_ref_y,subpixel_dx,subpixel_dy,confidence,is_inlier,grid_cell_x,grid_cell_y,residual_px
187,387.0,445.0,369.0,459.0,365.0,458.0,-4.0,-1.0,0.18836187971659443,True,7,8,0.8122203946113586
175,100.0,418.0,80.0,421.0,79.82485981285572,420.72739240527153,-0.17514018714427948,-0.27260759472846985,0.11405286360364075,True,1,8,0.13040697574615479
253,468.0,250.0,454.0,265.0,453.9152789115906,264.89891335368156,-0.08472108840942383,-0.10108664631843567,0.3157022170919147,True,8,5,0.8166809678077698
178,451.0,264.0,436.0,279.0,436.42649537324905,279.11194517463446,0.42649537324905396,0.11194517463445663,0.2978635531538638,True,8,5,0.3799775242805481
302,423.0,286.0,411.0,301.0,407.0,300.0,-4.0,-1.0,0.16637590137758596,True,8,5,0.3145175278186798
198,466.0,376.0,447.0,387.0,447.0,391.0,0.0,4.0,0.25094464769551744,True,8,7,0.5250293612480164
190,468.0,343.0,450.0,359.0,450.24281671643257,358.77957344055176,0.2428167164325714,-0.2204265594482422,0.20981887492717652,False,8,7,0.0
194,318.0,213.0,304.0,224.0,305.24480687081814,223.42333322763443,1.2448068708181381,-0.5766667723655701,0.14523483949031712,True,5,4,0.31076738238334656
216,322.0,198.0,307.0,208.0,309.2316399663687,208.79688994586468,2.2316399663686752,0.7968899458646774,0.07591885284610367,True,5,4,0.3228786885738373
197,46.0,308.0,30.0,309.0,29.824105232954025,308.7034848332405,-0.17589476704597473,-0.29651516675949097,0.15734009037955746,True,0,6,0.2966952621936798
